Comment,Emotion,Processed_Comment
i feel totally listless exams have come and gone and now i have a whole five or so months in front of me with no uni and free time,sadness,feel totally listless exam come go whole five month front uni free time
i feel furious that right to life advocates can and do tell me how to live and die through lobbying and supporting those politicians sympathic to their views,anger,feel furious right life advocate tell live die lobby support politician sympathic view
i feel as if i was abused in some way,sadness,feel abuse way
im still paying attention but i feel distracted,anger,still pay attention feel distracted
i started the third block feeling hot and cold and tingly all at the same time knowing that i still had five hours of examination ahead of me having no idea if any of it would do any good,love,start third block feel hot cold tingly time know still five hour examination ahead idea would good
im hesitant to make suggestions because i feel as if the outcome would not be sincere,joy,hesitant make suggestion feel outcome would not_be sincere
i feel not too terribly fond of the majority at this precise time,love,feel not_too terribly fond majority precise time
i can feel myself gaining control over the damaged goods aspects of my personal security,sadness,feel gain control damage good aspect personal security
i was that i bombed that first interview i left the second interview feeling pretty fan freaking tastic,joy,bomb first interview leave second interview feel pretty fan freaking tastic
i think its kind of taken us this long to build up a good inventory of sauces oils spices and other non perishables to feel like we have a chance at making something delicious without having to specifically go out and buy every single item in a recipe,joy,think kind take long build good inventory sauce oil spice non perishable feel like chance make something delicious without specifically buy every single item recipe
